Dataset,Model,AUCROC,AUCPR,Accuracy,MCC,F1 Score,Precision,Recall,Time Train,Time Test
1_ALOI,NeuTraLAD,71.72764659233226,16.143837664215877,94.36666666666666,0.24881788758652487,0.26200873362445415,0.2,0.379746835443038,40.42093753814697,40.43639802932739
2_annthyroid,NeuTraLAD,63.290625,9.72916683995256,87.96296296296296,-0.03244428422615251,0.029850746268656716,0.037037037037037035,0.025,27.29597783088684,27.308195114135742
3_backdoor,NeuTraLAD,50.45208640714258,2.0839708783054847,92.96666666666667,-0.022933450752901784,0.009389671361502348,0.006666666666666667,0.015873015873015872,40.43298602104187,40.44862079620361
4_breastw,NeuTraLAD,82.49113475177305,57.67142011431359,69.26829268292683,0.1198640625905081,0.16,0.5454545454545454,0.09375,1.9507238864898682,1.9538850784301758
5_campaign,NeuTraLAD,52.03852150967535,10.752610424107845,86.13333333333333,0.0010257322058897403,0.06726457399103139,0.1,0.05067567567567568,36.94595694541931,36.961666107177734
6_cardio,NeuTraLAD,93.6360544217687,49.324001415314655,88.72727272727273,0.2638756973004702,0.29545454545454547,0.4642857142857143,0.21666666666666667,7.0084874629974365,7.012605667114258
7_Cardiotocography,NeuTraLAD,94.00527964724994,78.69480840910146,82.20472440944881,0.3829316380800347,0.3391812865497076,0.90625,0.20863309352517986,6.709710121154785,6.713818073272705
8_celeba,NeuTraLAD,88.08047539792307,7.784925640597007,93.4,0.023325832836208486,0.04807692307692308,0.03333333333333333,0.08620689655172414,41.437516927719116,41.45425295829773
9_census,NeuTraLAD,52.30627388449924,5.566003197796919,90.13333333333333,-0.013009668063957626,0.03896103896103896,0.04,0.0379746835443038,38.811391830444336,38.830161809921265
10_cover,NeuTraLAD,88.05723905723906,5.870114641278019,94.73333333333333,0.14602860903839354,0.12222222222222222,0.07333333333333333,0.36666666666666664,40.359177112579346,40.377161264419556
11_donors,NeuTraLAD,60.30994847603218,7.0471429842649975,91.23333333333333,0.04401920966351651,0.08996539792387544,0.08666666666666667,0.09352517985611511,38.4902458190918,38.50497126579285
12_fault,NeuTraLAD,95.26921132457026,87.63087741003598,66.89536878216124,0.24035440619813248,0.21224489795918366,0.8666666666666667,0.12093023255813953,5.589741468429565,5.594080686569214
13_fraud,NeuTraLAD,98.72094316538761,7.8046398046398044,95.1,0.13790945949795835,0.0392156862745098,0.02,1.0,41.94840955734253,41.963932514190674
14_glass,NeuTraLAD,71.42857142857142,8.448275862068966,90.76923076923077,-0.04562572738861032,0.0,0.0,0.0,1.0878374576568604,1.089956283569336
15_Hepatitis,NeuTraLAD,81.25,43.46590909090909,83.33333333333334,0.26967994498529685,0.3333333333333333,0.5,0.25,0.48417043685913086,0.486126184463501
16_http,NeuTraLAD,48.283587855064255,0.4650960739117556,94.56666666666666,-0.015134820145021849,0.0,0.0,0.0,40.56403207778931,40.57838320732117
17_InternetAds,NeuTraLAD,50.53219696969696,20.495706047597434,78.64406779661017,0.027868044172544404,0.1,0.23333333333333334,0.06363636363636363,6.634911775588989,6.639988422393799
18_Ionosphere,NeuTraLAD,88.4424033677765,70.10474589165354,63.20754716981132,0.06708631792558642,0.13333333333333333,0.5,0.07692307692307693,1.1804769039154053,1.1828851699829102
19_landsat,NeuTraLAD,93.43497538285777,60.74818831886947,79.69963749352667,0.13706762817256113,0.17647058823529413,0.4329896907216495,0.11081794195250659,21.0157790184021,21.026418447494507
20_letter,NeuTraLAD,99.02133190610904,72.73305126785033,97.29166666666667,0.7442345698970175,0.7547169811320755,0.8333333333333334,0.6896551724137931,6.415534019470215,6.419889688491821
21_Lymphography,NeuTraLAD,90.69767441860465,36.11111111111111,93.33333333333333,0.3746537715077527,0.4,0.3333333333333333,0.5,0.65777587890625,0.659844160079956
22_magic.gamma,NeuTraLAD,95.19248737401752,84.11406234755671,69.03333333333333,0.23696536435823234,0.21204410517387617,0.8333333333333334,0.12147716229348883,26.376993417739868,26.392345428466797
23_mammography,NeuTraLAD,94.11554419934832,24.583034876016765,94.93333333333334,0.27879924008992046,0.2692307692307692,0.18666666666666668,0.4827586206896552,39.50540518760681,39.52018189430237
24_mnist,NeuTraLAD,98.98585459843038,86.70707172194189,95.04603244191145,0.6525108803251003,0.64576802507837,0.9035087719298246,0.5024390243902439,28.547175645828247,28.558417320251465
25_musk,NeuTraLAD,98.78729174738474,62.383370620777434,97.71490750816105,0.7292888199666728,0.72,0.5869565217391305,0.9310344827586207,12.503153562545776,12.509301900863647
26_optdigits,NeuTraLAD,97.70578067009,52.96985672591199,96.74121405750799,0.6086286402906103,0.6106870229007634,0.5063291139240507,0.7692307692307693,20.88105535507202,20.89035415649414
